transaction_id,date,account,amount,currency,type
77,12/04/2026,IT8901,-1831.77,EUR,withdrawal
78,19/04/2026,IT3456,-415.62,EUR,withdrawal
79,08/03/2026,IT6789,3456.16,EUR,deposit
80,03/05/2026,IT3456,-1257.58,EUR,withdrawal
81,08/01/2026,IT7890,-286.32,EUR,transfer
82,14/03/2026,IT1234,-1608.65,EUR,withdrawal
83,05/01/2026,IT8901,555.42,EUR,deposit
84,31/03/2026,IT1234,1467.35,EUR,transfer
85,09/03/2026,IT6789,2882.75,EUR,deposit
86,09/03/2026,IT7890,696.34,EUR,transfer
87,11/01/2026,IT3456,2630.36,EUR,deposit
88,23/02/2026,IT5678,1456.98,EUR,transfer
89,11/05/2026,IT3456,-1632.89,EUR,withdrawal
90,06/05/2026,IT4567,-536.27,EUR,transfer
91,23/01/2026,IT3456,3640.13,EUR,deposit
92,11/04/2026,IT7890,-504.05,EUR,withdrawal
93,08/04/2026,IT5678,2757.19,EUR,deposit
94,03/04/2026,IT6789,3921.19,EUR,deposit
95,15/04/2026,IT6789,4399.93,EUR,deposit
96,05/02/2026,IT6789,-240.55,EUR,transfer
97,22/05/2026,IT1234,434.22,EUR,transfer
98,22/01/2026,IT8901,-1782.63,EUR,withdrawal
99,02/01/2026,IT1234,1703.79,EUR,deposit
100,06/01/2026,IT2345,-1557.15,EUR,withdrawal
101,15/05/2026,IT7890,-1462.44,EUR,withdrawal
102,13/01/2026,IT1234,3143.7,EUR,deposit
103,27/03/2026,IT7890,-152.34,EUR,withdrawal
104,11/02/2026,IT1234,386.39,EUR,transfer
105,09/01/2026,IT1234,-1412.84,EUR,transfer
106,29/01/2026,IT2345,4887.37,EUR,deposit
107,27/05/2026,IT3456,-174.31,EUR,withdrawal
108,24/05/2026,IT3456,1168.99,EUR,transfer
109,27/01/2026,IT4567,-1617.55,EUR,withdrawal
110,17/03/2026,IT5678,-475.99,EUR,withdrawal
111,05/05/2026,IT7890,2503.54,EUR,deposit
112,04/01/2026,IT1234,-870.83,EUR,transfer
113,08/05/2026,IT1234,1074.07,EUR,transfer
114,26/05/2026,IT6789,-833.69,EUR,withdrawal
115,09/02/2026,IT5678,3840.02,EUR,deposit
116,04/01/2026,IT8901,-1413.57,EUR,withdrawal
117,11/01/2026,IT2345,-890.28,EUR,transfer
118,14/02/2026,IT3456,722.08,EUR,deposit
119,09/05/2026,IT8901,-548.96,EUR,withdrawal
120,25/01/2026,IT7890,-1426.22,EUR,transfer
121,21/03/2026,IT8901,653.19,EUR,transfer
122,28/05/2026,IT8901,1041.65,EUR,deposit
123,04/04/2026,IT4567,-496.07,EUR,withdrawal
124,22/01/2026,IT6789,-128.54,EUR,withdrawal
125,11/02/2026,IT2345,-1730.66,EUR,withdrawal
126,22/01/2026,IT4567,-304.71,EUR,withdrawal
127,,IT1234,-417.17,EUR,withdrawal
128,08/05/2026,IT7890,439.75,EUR,deposit
129,16/05/2026,IT8901,847.58,EUR,transfer
130,25/03/2026,IT7890,1298.24,EUR,deposit
131,15/01/2026,IT5678,473.31,EUR,deposit
132,29/04/2026,IT1234,-1468.84,EUR,withdrawal
133,18/03/2026,IT1234,-132.92,EUR,withdrawal
134,25/04/2026,IT2345,259.06,EUR,deposit
135,01/01/2026,IT2345,-806.98,EUR,withdrawal
136,09/05/2026,IT4567,1519.99,EUR,deposit
137,04/03/2026,IT5678,-1305.71,EUR,withdrawal
138,07/01/2026,IT4567,-793.82,EUR,withdrawal
139,09/02/2026,IT6789,-369.65,EUR,withdrawal
140,06/04/2026,IT1234,-345.69,EUR,withdrawal
141,01/03/2026,IT8901,807.17,EUR,transfer
142,23/05/2026,IT6789,-905.48,EUR,transfer
143,23/04/2026,IT2345,-174.73,EUR,transfer
144,14/04/2026,IT4567,-1101.98,EUR,withdrawal
145,31/05/2026,IT8901,-210.84,EUR,withdrawal
146,04/01/2026,IT6789,-1121.16,EUR,withdrawal
147,16/05/2026,IT7890,-1314.43,EUR,withdrawal
148,27/02/2026,IT3456,-728.67,EUR,transfer
149,14/02/2026,IT8901,1880.97,EUR,deposit
150,19/04/2026,IT5678,-1490.87,EUR,withdrawal
151,12/03/2026,IT1234,-459.02,EUR,withdrawal
152,02/03/2026,IT3456,2603.59,EUR,deposit
153,23/02/2026,IT1234,1016.73,EUR,transfer
154,03/01/2026,IT5678,-68.51,EUR,transfer
155,20/03/2026,IT5678,3928.99,EUR,deposit
156,20/01/2026,IT7890,-164.58,EUR,withdrawal
157,20/01/2026,IT6789,295.56,EUR,transfer
158,21/02/2026,IT1234,483.2,EUR,deposit
159,03/02/2026,IT2345,-196.69,EUR,withdrawal
160,30/03/2026,IT8901,3592.54,EUR,deposit
161,06/02/2026,IT8901,708.6,EUR,deposit
162,10/02/2026,IT2345,-420.61,EUR,transfer
163,23/01/2026,IT6789,3847.93,EUR,deposit
164,13/01/2026,IT5678,2113.42,EUR,deposit
165,21/05/2026,IT8901,-1142.15,EUR,withdrawal
166,27/01/2026,IT7890,2906.33,EUR,deposit
167,31/05/2026,IT1234,-840.68,EUR,withdrawal
168,16/02/2026,IT8901,-1253.51,EUR,withdrawal
169,27/03/2026,IT7890,429.52,EUR,transfer
170,05/01/2026,IT5678,1083.96,EUR,transfer
171,31/01/2026,IT7890,-720.47,EUR,transfer
172,24/02/2026,IT6789,23%02))12,EUR,withdrawal
173,09/04/2026,IT7890,1434.34,EUR,transfer
174,07/05/2026,IT4567,-477.11,EUR,transfer
175,11/05/2026,IT4567,-1328.46,EUR,transfer
176,09/01/2026,IT8901,473.67,EUR,transfer
177,13/03/2026,IT2345,23%02))12,EUR,deposit
178,26/04/2026,IT5678,-1591.95,EUR,withdrawal
179,28/01/2026,IT2345,853.25,EUR,transfer
180,27/03/2026,IT6789,-1630.44,EUR,withdrawal
181,16/03/2026,IT5678,-850.17,EUR,withdrawal
182,16/05/2026,IT3456,68.58,EUR,transfer
183,06/03/2026,IT6789,145.24,EUR,transfer
184,24/03/2026,IT1234,-1856.79,EUR,withdrawal
185,13/02/2026,IT7890,3543.24,EUR,deposit
186,17/04/2026,IT8901,-822.74,EUR,withdrawal
187,11/02/2026,IT5678,1355.46,EUR,transfer
188,10/02/2026,IT7890,-149.09,EUR,transfer
189,15/02/2026,IT5678,156.21,EUR,transfer
190,26/04/2026,IT5678,-413.67,EUR,transfer
191,11/01/2026,IT2345,1449.49,EUR,transfer
192,14/05/2026,IT2345,2853.9,EUR,deposit
193,06/04/2026,IT4567,4775.53,EUR,deposit
194,01/05/2026,IT7890,4221.08,EUR,deposit
195,10/04/2026,IT6789,722.63,EUR,deposit
196,14/03/2026,IT4567,2195.7,EUR,deposit
197,20/01/2026,IT8901,-1157.26,EUR,withdrawal
198,11/04/2026,IT3456,4209.02,EUR,deposit
199,13/03/2026,IT2345,1571.54,EUR,deposit
200,05/05/2026,IT1234,-1149.12,EUR,withdrawal
201,03/03/2026,IT7890,3827.76,EUR,deposit
202,18/05/2026,IT4567,-1482.29,EUR,transfer
203,30/03/2026,IT4567,-1062.47,EUR,withdrawal
204,29/05/2026,IT1234,-644.91,EUR,withdrawal
205,27/02/2026,IT7890,-1679.87,EUR,withdrawal
206,18/01/2026,IT6789,981.18,EUR,transfer
207,02/02/2026,IT7890,23%02))12,EUR,transfer
208,30/04/2026,IT1234,1017.86,EUR,deposit
209,14/05/2026,IT8901,-1081.27,EUR,withdrawal
210,26/02/2026,IT7890,-1776.72,EUR,withdrawal
211,15/01/2026,IT7890,4246.93,EUR,deposit
212,13/05/2026,IT3456,3498.08,EUR,deposit
213,27/01/2026,IT6789,345.15,EUR,transfer
214,06/01/2026,IT1234,4161.09,EUR,deposit
215,24/04/2026,IT3456,1635.46,EUR,deposit
216,08/04/2026,IT6789,4851.91,EUR,deposit
217,27/02/2026,IT6789,586.7,EUR,transfer
218,04/04/2026,IT7890,-975.85,EUR,withdrawal
219,14/01/2026,IT8901,-1787.43,EUR,withdrawal
220,21/03/2026,IT7890,692.78,EUR,transfer
221,11/05/2026,IT3456,-845.09,EUR,transfer
222,04/04/2026,IT2345,467.88,EUR,transfer
223,14/01/2026,IT1234,1281.18,EUR,transfer
224,15/02/2026,IT3456,-25.13,EUR,withdrawal
225,07/02/2026,IT7890,1140.46,EUR,transfer
226,15/02/2026,IT1234,696.74,EUR,deposit
227,09/04/2026,IT2345,-1032.73,EUR,withdrawal
228,17/04/2026,IT2345,-342.34,EUR,withdrawal
229,06/04/2026,IT1234,-742.21,EUR,withdrawal
230,15/04/2026,IT3456,-1782.38,EUR,withdrawal
231,25/04/2026,IT2345,521.24,EUR,transfer
232,05/04/2026,IT8901,491.44,EUR,deposit
233,13/02/2026,IT2345,-826.37,EUR,transfer
234,22/05/2026,IT4567,-1822.52,EUR,withdrawal
235,08/05/2026,IT5678,4468.05,EUR,deposit
236,24/04/2026,IT6789,-1848.51,EUR,withdrawal
237,27/05/2026,IT2345,-1774.26,EUR,withdrawal
238,02/04/2026,IT1234,-651.93,EUR,transfer
239,29/05/2026,IT4567,1474.33,EUR,transfer
240,24/04/2026,IT5678,4027.35,EUR,deposit
241,04/03/2026,IT7890,-308.77,EUR,withdrawal
242,26/01/2026,IT5678,2885.87,EUR,deposit
243,06/04/2026,IT4567,137.71,EUR,transfer
244,21/03/2026,IT2345,1110.71,EUR,deposit
245,14/04/2026,IT7890,-987.98,EUR,transfer
246,05/05/2026,IT3456,786.62,EUR,transfer
247,16/04/2026,IT1234,-1660.47,EUR,withdrawal
248,30/03/2026,IT4567,967.77,EUR,transfer
249,11/04/2026,IT8901,979.18,EUR,transfer
250,08/05/2026,IT7890,-369.5,EUR,withdrawal
251,25/05/2026,IT6789,4941.68,EUR,deposit
252,27/05/2026,IT2345,4508.4,EUR,deposit
253,10/04/2026,IT8901,-1857.92,EUR,withdrawal
254,03/04/2026,IT6789,2206.18,EUR,deposit
255,04/01/2026,IT8901,-1260.55,EUR,withdrawal
256,03/01/2026,IT2345,-74.02,EUR,withdrawal
257,01/05/2026,IT8901,2853.87,EUR,deposit
258,26/02/2026,IT3456,-1291.68,EUR,withdrawal
259,28/05/2026,IT1234,-686.28,EUR,withdrawal
260,06/02/2026,IT8901,-910.43,EUR,withdrawal
261,04/04/2026,IT8901,-612.07,EUR,withdrawal
262,20/02/2026,IT8901,3414.85,EUR,deposit
263,16/02/2026,IT8901,-511.62,EUR,withdrawal
264,24/05/2026,IT6789,-925.02,EUR,transfer
265,17/02/2026,IT4567,4984.24,EUR,deposit
266,25/02/2026,IT4567,-346.32,EUR,transfer
267,05/01/2026,IT5678,3643.15,EUR,deposit
268,27/05/2026,IT7890,-1241.67,EUR,transfer
269,04/01/2026,IT4567,-139.68,EUR,transfer
270,19/05/2026,IT4567,4285.65,EUR,deposit
271,30/01/2026,IT2345,-860.15,EUR,withdrawal
272,12/01/2026,IT1234,3309.27,EUR,deposit
273,29/01/2026,IT5678,-976.7,EUR,withdrawal
274,04/04/2026,IT2345,3935.5,EUR,deposit
275,07/04/2026,IT4567,-1415.48,EUR,transfer
276,06/05/2026,IT5678,-1951.69,EUR,withdrawal
277,02/05/2026,IT2345,-189.47,EUR,withdrawal
278,16/01/2026,IT7890,-331.73,EUR,withdrawal
279,27/03/2026,IT5678,1305.63,EUR,deposit
280,24/04/2026,IT3456,1061.43,EUR,transfer
281,21/05/2026,IT8901,-1211.34,EUR,transfer
282,26/05/2026,IT4567,-1873.31,EUR,withdrawal
283,21/01/2026,IT3456,-638.89,EUR,transfer
284,14/04/2026,IT2345,1971.42,EUR,deposit
285,19/01/2026,IT3456,3292.04,EUR,deposit
286,02/03/2026,IT3456,-1300.8,EUR,withdrawal
287,09/01/2026,IT5678,1256.27,EUR,transfer
288,10/03/2026,IT2345,2628.37,EUR,deposit
289,13/05/2026,IT3456,-102.67,EUR,withdrawal
290,26/02/2026,IT1234,-1284.75,EUR,withdrawal
291,16/05/2026,IT8901,1355.28,EUR,deposit
292,26/03/2026,IT1234,-942.15,EUR,withdrawal
293,22/01/2026,IT1234,4459.14,EUR,deposit
294,26/01/2026,IT3456,4485.73,EUR,deposit
295,01/03/2026,IT7890,-89.65,EUR,withdrawal
296,02/01/2026,IT1234,-1936.34,EUR,withdrawal
297,12/05/2026,IT2345,-1048.05,EUR,transfer
298,21/03/2026,IT8901,3709.36,EUR,deposit
299,04/01/2026,IT3456,1468.03,EUR,transfer
300,10/05/2026,IT6789,-1242.01,EUR,withdrawal
301,25/01/2026,IT4567,-251.13,EUR,transfer
302,09/04/2026,IT5678,1492.35,EUR,transfer
303,16/02/2026,IT3456,-28.59,EUR,withdrawal
304,15/04/2026,IT2345,611.86,EUR,transfer
305,07/01/2026,IT4567,-1207.9,EUR,withdrawal
306,02/05/2026,IT2345,-421.05,EUR,withdrawal
307,22/03/2026,IT2345,-304.29,EUR,withdrawal
308,10/04/2026,IT5678,4971.68,EUR,deposit
309,06/05/2026,IT4567,23%02))12,EUR,transfer
310,09/02/2026,IT3456,3468.78,EUR,deposit
311,21/05/2026,IT5678,-462.11,EUR,withdrawal
312,06/01/2026,IT1234,-1237.04,EUR,withdrawal
313,30/01/2026,IT2345,-1995.57,EUR,withdrawal
314,01/05/2026,IT8901,532.78,EUR,transfer
315,19/05/2026,IT7890,-1173.81,EUR,transfer
316,17/02/2026,IT8901,-732.36,EUR,withdrawal
317,02/04/2026,IT2345,-1347.75,EUR,transfer
318,16/03/2026,IT5678,43.17,EUR,transfer
319,09/01/2026,IT4567,-448.71,EUR,transfer
320,23/03/2026,IT5678,-106.48,EUR,withdrawal
321,15/04/2026,IT5678,-303.71,EUR,transfer
322,06/01/2026,IT7890,144.93,EUR,deposit
323,28/04/2026,IT6789,-961.11,EUR,withdrawal
324,12/03/2026,IT7890,609.82,EUR,deposit
325,03/04/2026,IT6789,386.6,EUR,deposit
326,21/02/2026,IT3456,1547.22,EUR,deposit
327,10/03/2026,IT3456,-1478.94,EUR,withdrawal
328,17/02/2026,IT5678,-641.35,EUR,withdrawal
329,25/04/2026,IT4567,135.0,EUR,deposit
330,23/01/2026,IT6789,-996.66,EUR,transfer
331,04/03/2026,IT8901,-531.86,EUR,withdrawal
332,16/04/2026,IT5678,2074.71,EUR,deposit
333,23/05/2026,IT4567,142.83,EUR,transfer
334,05/04/2026,IT2345,-266.42,EUR,transfer
335,26/04/2026,IT4567,3714.42,EUR,deposit
336,19/01/2026,IT3456,-1232.44,EUR,withdrawal
337,12/05/2026,IT6789,4284.39,EUR,deposit
338,13/04/2026,IT2345,2392.55,EUR,deposit
339,09/05/2026,IT3456,3274.02,EUR,deposit
340,18/05/2026,IT8901,-807.12,EUR,withdrawal
341,01/01/2026,IT8901,1495.35,EUR,deposit
342,06/01/2026,IT8901,-1636.99,EUR,withdrawal
343,19/04/2026,IT8901,481.35,EUR,transfer
344,17/01/2026,IT4567,-61.73,EUR,transfer
345,01/01/1750,IT1234,4746.48,EUR,deposit
346,21/05/2026,IT8901,-66.54,EUR,withdrawal
347,23/03/2026,IT8901,-1144.05,EUR,withdrawal
348,08/03/2026,IT2345,915.1,EUR,transfer
349,22/02/2026,IT3456,3197.72,EUR,deposit
350,06/03/2026,IT5678,263.35,EUR,deposit
351,21/03/2026,IT5678,-1002.35,EUR,transfer
352,26/05/2026,IT8901,1805.16,EUR,deposit
353,25/02/2026,IT8901,-1397.32,EUR,withdrawal
354,10/02/2026,IT5678,-762.88,EUR,transfer
355,24/01/2026,IT5678,-915.33,EUR,withdrawal
356,22/02/2026,IT7890,3808.05,EUR,deposit
357,16/05/2026,IT1234,-137.53,EUR,withdrawal
358,13/02/2026,IT1234,-1120.25,EUR,withdrawal
359,21/01/2026,IT6789,-58.63,EUR,withdrawal
360,22/03/2026,IT3456,4731.77,EUR,deposit
361,16/03/2026,IT5678,-745.23,EUR,withdrawal
362,14/03/2026,IT5678,-649.67,EUR,withdrawal
363,14/03/2026,IT8901,-1136.87,EUR,withdrawal
364,14/05/2026,IT4567,-716.54,EUR,withdrawal
365,29/04/2026,IT3456,-589.16,EUR,withdrawal
366,01/04/2026,IT1234,317.7,EUR,transfer
367,31/01/2026,IT4567,805.45,EUR,deposit
368,01/05/2026,IT8901,3005.98,EUR,deposit
369,24/05/2026,IT7890,-1990.4,EUR,withdrawal
370,22/04/2026,IT1234,2818.02,EUR,deposit
371,22/01/2026,IT7890,2661.46,EUR,deposit
372,09/05/2026,IT1234,4568.06,EUR,deposit
373,24/04/2026,IT4567,-719.36,EUR,transfer
374,07/01/2026,IT7890,-1155.2,EUR,withdrawal
375,20/02/2026,IT8901,3553.85,EUR,deposit
376,21/05/2026,IT1234,3232.75,EUR,deposit
377,05/03/2026,IT6789,-1538.33,EUR,withdrawal
378,29/05/2026,IT3456,-731.74,EUR,withdrawal
379,28/03/2026,IT8901,-529.97,EUR,transfer
380,21/02/2026,IT2345,1892.86,EUR,deposit
381,25/05/2026,IT1234,1398.4,EUR,deposit
382,08/03/2026,IT6789,-1098.35,EUR,transfer
383,26/03/2026,IT3456,-321.26,EUR,transfer
384,27/01/2026,IT4567,-1393.85,EUR,transfer
385,19/02/2026,IT6789,746.82,EUR,transfer
386,18/02/2026,IT4567,-633.54,EUR,withdrawal
387,12/03/2026,IT3456,1165.7,EUR,deposit
388,16/02/2026,IT6789,-947.62,EUR,transfer
389,31/03/2026,IT3456,3845.17,EUR,deposit
390,18/02/2026,IT5678,1479.56,EUR,transfer
391,10/02/2026,IT8901,-1899.14,EUR,withdrawal
392,28/05/2026,IT8901,-1152.06,EUR,transfer
393,29/03/2026,IT8901,1241.05,EUR,deposit
394,18/03/2026,IT2345,4169.2,EUR,deposit
395,14/03/2026,IT3456,2224.52,EUR,deposit
396,19/02/2026,IT4567,-133.71,EUR,transfer
397,11/04/2026,IT5678,-267.08,EUR,transfer
398,09/05/2026,IT5678,-52.2,EUR,transfer
399,13/03/2026,IT6789,-349.4,EUR,withdrawal
400,06/04/2026,IT6789,-320.03,EUR,transfer
401,21/04/2026,IT1234,-616.0,EUR,withdrawal
402,03/03/2026,IT5678,-1243.85,EUR,withdrawal
403,30/05/2026,IT8901,1061.47,EUR,deposit
404,15/02/2026,IT8901,-1905.8,EUR,withdrawal
405,01/01/1750,IT3456,1465.6,EUR,transfer
406,25/05/2026,IT3456,1352.02,EUR,deposit
407,05/01/2026,IT3456,806.3,EUR,transfer
408,03/04/2026,IT7890,1131.37,EUR,transfer
409,13/02/2026,IT5678,2813.64,EUR,deposit
410,13/05/2026,IT1234,987.32,EUR,transfer
411,13/02/2026,IT5678,-239.76,EUR,withdrawal
412,10/03/2026,IT4567,-990.95,EUR,withdrawal
413,21/03/2026,IT4567,1465.73,EUR,transfer
414,20/02/2026,IT6789,1047.73,EUR,deposit
415,26/04/2026,IT8901,-124.83,EUR,withdrawal
416,07/04/2026,IT1234,-91.46,EUR,withdrawal
417,20/02/2026,IT4567,-769.17,EUR,transfer
418,19/01/2026,IT8901,16.02,EUR,transfer
419,22/01/2026,IT1234,-1038.69,EUR,withdrawal
420,29/05/2026,IT8901,114.28,EUR,transfer
421,05/03/2026,IT8901,-1011.34,EUR,withdrawal
422,28/04/2026,IT8901,438.36,EUR,transfer
423,24/03/2026,IT1234,-348.48,EUR,withdrawal
424,11/01/2026,IT4567,3252.84,EUR,deposit
425,21/04/2026,IT1234,-470.49,EUR,withdrawal
426,21/05/2026,IT5678,4061.38,EUR,deposit
427,02/02/2026,IT1234,23%02))12,EUR,withdrawal
428,17/03/2026,IT1234,1628.18,EUR,deposit
429,13/01/2026,IT1234,457.63,EUR,deposit
430,23/03/2026,IT4567,4227.58,EUR,deposit
431,29/01/2026,IT2345,3618.55,EUR,deposit
432,31/01/2026,IT7890,-1347.53,EUR,transfer
433,10/01/2026,IT5678,2031.55,EUR,deposit
434,20/03/2026,IT2345,839.76,EUR,transfer
435,13/05/2026,IT1234,1233.44,EUR,deposit
436,20/03/2026,IT3456,-756.38,EUR,withdrawal
437,12/04/2026,IT5678,-1192.21,EUR,withdrawal
438,19/03/2026,IT2345,-960.41,EUR,withdrawal
439,25/04/2026,IT6789,-1159.9,EUR,transfer
440,03/04/2026,IT3456,878.64,EUR,transfer
441,17/01/2026,IT1234,1228.71,EUR,transfer
442,17/04/2026,IT7890,-1936.49,EUR,withdrawal
443,09/05/2026,IT1234,1093.08,EUR,transfer
444,18/03/2026,IT4567,1750.75,EUR,deposit
445,28/01/2026,IT1234,-1546.57,EUR,withdrawal
446,21/02/2026,IT8901,277.79,EUR,transfer
447,04/05/2026,IT1234,-884.76,EUR,transfer
448,01/01/1750,IT8901,3747.15,EUR,deposit
449,20/04/2026,IT2345,-1979.51,EUR,withdrawal
450,18/04/2026,IT8901,-433.6,EUR,withdrawal
451,12/01/2026,IT6789,-1118.73,EUR,transfer
452,13/01/2026,IT6789,613.43,EUR,deposit
453,08/03/2026,IT8901,-1470.61,EUR,withdrawal
454,02/04/2026,IT3456,780.35,EUR,transfer
455,24/02/2026,IT7890,2256.6,EUR,deposit
456,21/05/2026,IT3456,-42.12,EUR,transfer
457,20/03/2026,IT8901,1039.39,EUR,deposit
458,17/03/2026,IT8901,-1495.04,EUR,withdrawal
459,01/03/2026,IT1234,4370.29,EUR,deposit
460,27/01/2026,IT4567,2638.66,EUR,deposit
461,02/02/2026,IT6789,-570.53,EUR,withdrawal
462,08/02/2026,IT4567,-1594.28,EUR,withdrawal
463,11/02/2026,IT5678,-1913.64,EUR,withdrawal
464,09/04/2026,IT7890,4087.37,EUR,deposit
465,19/04/2026,IT7890,3821.22,EUR,deposit
466,17/03/2026,IT5678,582.38,EUR,transfer
467,21/02/2026,IT8901,444.8,EUR,transfer
468,22/01/2026,IT5678,721.62,EUR,transfer
469,21/05/2026,IT2345,-1885.45,EUR,withdrawal
470,28/05/2026,IT3456,-1667.17,EUR,withdrawal
471,15/03/2026,IT6789,-1418.12,EUR,withdrawal
472,04/01/2026,IT3456,1096.51,EUR,transfer
473,18/02/2026,IT4567,-922.74,EUR,withdrawal
474,28/03/2026,IT3456,-1065.45,EUR,withdrawal
475,08/01/2026,IT3456,4134.94,EUR,deposit
476,12/02/2026,IT8901,-269.56,EUR,withdrawal
477,11/02/2026,IT6789,-640.29,EUR,transfer
478,06/05/2026,IT6789,-510.65,EUR,transfer
479,01/05/2026,IT3456,-1986.22,EUR,withdrawal
480,10/01/2026,IT6789,888.92,EUR,deposit
481,19/04/2026,IT7890,4917.42,EUR,deposit
482,09/02/2026,IT6789,179.25,EUR,transfer
483,05/05/2026,IT7890,1431.14,EUR,deposit
484,21/04/2026,IT1234,-235.06,EUR,transfer
485,06/05/2026,IT4567,-523.69,EUR,withdrawal
486,02/02/2026,IT2345,1332.6,EUR,deposit
487,03/03/2026,IT4567,-1411.09,EUR,withdrawal
488,12/04/2026,IT2345,769.68,EUR,transfer
489,01/05/2026,IT1234,3096.94,EUR,deposit
490,27/05/2026,IT3456,1363.14,EUR,deposit
491,06/04/2026,IT6789,437.52,EUR,deposit
492,16/05/2026,IT2345,-253.77,EUR,transfer
493,17/02/2026,IT4567,37.47,EUR,transfer
494,02/04/2026,IT3456,2844.88,EUR,deposit
495,30/05/2026,IT5678,-44.18,EUR,withdrawal
496,16/04/2026,IT5678,1997.5,EUR,deposit
497,23/03/2026,IT8901,-1986.15,EUR,withdrawal
498,14/03/2026,IT7890,-1607.01,EUR,withdrawal
499,19/03/2026,IT7890,-1953.85,EUR,withdrawal
500,03/03/2026,IT5678,2432.16,EUR,deposit
501,17/04/2026,IT8901,-609.3,EUR,transfer
502,14/05/2026,IT2345,-293.76,EUR,transfer
